brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
EcoTools,Oil Absorbing and Shine Control Facial Roller,Tool,,,,,,,,,
ishonest,214 Repair Elasticity Damage,Facial Treatment,,,,,,,,,
Paula's Choice,Calm Redness Relief Toner for Normal to Oily Skin,Toner,Reduces Irritation,,,,,,,,
Drybar,Super Lemon Drop Daily Detangler Brush,Tool,,,,,,,,,
Florence by Mills,Look Alive Brightening Eye Cream,Eye Moisturizer,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,Irritating",,,,,,,,
Victoria Beauty,"Jojoba, Hyaluronic Acid, & Laminaria Algae Light Semi-Rich Face Cream ",General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,,,,,,
Q + A,Zinc PCA Facial Serum,Serum,"Reduces Large Pores,Anti-Aging,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Ultrasun,Glimmer SPF 30 Max,Sunscreen,"Brightening,Rosacea,Eczema",,,,,,,,
Skin&Co,Truffle Therapy Face Toner,Toner,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
NEEDCRYSTALS,Microdermabrasion Crystals,Exfoliator,,,,,,,,,
HYGGEE,Relief Chamomile Mask,Wet Mask,"Redness Reducing,Reduces Irritation",,,,,,,,
Cetaphil,Deep Hydration Healthy Glow Daily Face Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
beautyblender,Power Pocket Puff ,Makeup Applicator,,,,,,,,,
Selfless by Hyram,Peptide Q10 & Ginger Daily Defense Antioxidant Serum,Serum,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Tweezerman,Classic Lash Curler,Makeup Applicator,,,,,,,,,
Supergoop!,PLAY 100% Mineral Body Mist SPF 50 with Green Tea Extract,Sunscreen,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Naked & Thriving,Pink Quartz Facial Roller,Tool,,,,,,,,,
Victoria Beauty,Vitamin C Age Pro SOS Sheet Mask,Sheet Mask,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating",,,,,,,,
Kosas,Air Brow Fluff + Hold Treatment Gel,Face Makeup,"Hydrating,Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Irritating,Eczema",,,,,,,,
Bevel,Beard Oil,Oil,"Hydrating,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Skin Gym,Revilit LED Light Therapy,Tool,,,,,,,,,
Supergoop!,Sunnyscreen™ 100% Mineral Spray SPF 50,Sunscreen,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Dermatica,Custom Formula (Tretinoin 0.05% & Azelaic Acid 15%),Facial Treatment,"Redness Reducing,Anti-Aging,Dark Spots,Brightening,Irritating",,,,,,,,
ishonest,342 Redness,Facial Treatment,,,,,,,,,
Curology,Custom RX Azelaic acid 8% Tranexamic acid 5% Niacinamide 4%,Facial Treatment,"Good For Oily Skin,Redness Reducing,Dark Spots,Acne Fighting,Brightening,May Worsen Oily Skin",,,,,,,,
EOS,The Hero Extra Dry Lip Treatment ,Lip Moisturizer,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
Skin Gym,Skin Gym Face Sculptor™ Beauty Roller,Tool,,,,,,,,,
Perrigo,"Adapalene Cream, 0.1%",Facial Treatment,,,,,,,,,
NYX Cosmetics,Micro Brow Pencil - Brunette,Face Makeup,Brightening,,,,,,,,
Round Lab,Pine Tree Cica Soothing Body Wash,Bath & Body,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Billie,Women’s Razor - DreamPop,Tool,,,,,,,,,
Village 11 Factory,Collagen Bubble Cleanser,Face Cleanser,"Good For Oily Skin,Redness Reducing,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger",,,,,,,,
bondi sands,PURE Self-Tanning Foaming Water Dark,Tanning,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening",,,,,,,,
Holika Holika,Aloe Soothing Essence 80% Moist Cream ,General Moisturizer,"Redness Reducing,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
Billie,Women’s Razor - Cool Blue,Tool,,,,,,,,,
Project Lip,Plump Fix Face Serum,Serum,Brightening,,,,,,,,
ishonest,215 Repair Elasticity Damage,Facial Treatment,,,,,,,,,
QV,Ceramides Lotion,Bath & Body,"Good For Oily Skin,Redness Reducing,Anti-Aging,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Drybar,Hold Me Hair Clips,Tool,,,,,,,,,
COOLA,Full Spectrum 360° Sun Silk Drops Organic Sunscreen SPF 30,Sunscreen,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea,Eczema",,,,,,,,
Aveeno,Calm + Restore Soothing Face Toning Lotion,Toner,"Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
Essano,Skin Tone Perfector Niacinamide Concentrated Serum ,Serum,"Good For Oily Skin,Redness Reducing,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating",,,,,,,,
Matsuyama,Hadauru Moisturizing Emulsion,Facial Treatment,"Redness Reducing,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Yes To,Cucumbers Cooling Jelly Mask for Sensitive Skin,Wet Mask,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Eczema",,,,,,,,
Naturium,Multiple Peptide Eye Emulsion,Eye Moisturizer,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Eucerin,Hyaluron Mist Spray,Facial Treatment,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Patrick Ta,Dual-Ended Complexion Brush,Makeup Applicator,,,,,,,,,
NYX Cosmetics,Angel Veil Skin Perfecting Primer,Face Makeup,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Versed,Real Smooth At-Home Dermaplaning Kit,Tool,,,,,,,,,
Cake Beauty,The Curl Whip Whipped Curl Mousse,Other Haircare,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,Irritating",,,,,,,,
Billie,Women’s Razor - Moonbeam,Tool,,,,,,,,,
REVOX B77,JUST Coenzyme Q10 Anti-Aging Serum,Serum,Brightening,,,,,,,,
Hanskin,Vitamin C Glow Capsule Lotion,General Moisturizer,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Mount Lai,Gua Sha Facial Lifting Tool - Rose Quartz,Tool,,,,,,,,,
TONYMOLY,Wonder Ceramide Mochi Ampoule ,Facial Treatment,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Acne Fighting,Brightening",,,,,,,,
The Ordinary,100% Organic Cold-Pressed Moroccan Argan Oil,Oil,,,,,,,,,
Make Up For Ever,"Artist Color Pencil Brow, Eye & Lip Liner - 708 Universal Earth",Face Makeup,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Irritating,Eczema",,,,,,,,
Skin Gym,Reusable Face Mask,Sheet Mask,,,,,,,,,
Skin Deva,Matrixyl 3000 + Hyaluronic Acid Serum,Serum,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Garnier,Pure Active Micellar Water,Makeup Remover,,,,,,,,,
Fenty Beauty,Soap Dish,Tool,,,,,,,,,
Catrice,Concealer Camouflage Cream - 010 Ivory,Eye Makeup,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Supernal,Cosmic Stone - Xiuyan Jade Gua Sha Tool,Tool,,,,,,,,,
Beauty Pie,Pure Ceramides Elastic Boost Eye Moisture Serum,Eye Moisturizer,"Redness Reducing,Anti-Aging",,,,,,,,
St. Moriz,Self Tanning Mitt Applicator,Tool,,,,,,,,,
MediCube,[Collagen Stimulation] Age-R Ussera Deep Shot,Tool,,,,,,,,,
Holika Holika,Pure Essence Mask Sheet - Pearl,Sheet Mask,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
Beauty Pie,Japanfusion Pure Transforming Cleanser,Face Cleanser,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Douglas,Skin Focus Aqua Perfect Hydrating Eye Patches,Eye Mask,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Acne Trigger",,,,,,,,
MartiDerm,Platinum Neck-Line Correct Serum,Serum,"Hydrating,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Dermablend Professional,Continuous Correction Tone-Evening CC Cream SPF 50+,Face Makeup,"Good For Oily Skin,Redness Reducing,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Irritating,Rosacea,Eczema",,,,,,,,
Trish McEvoy,Brush 99 Tight Eye Lining ,Makeup Applicator,,,,,,,,,
Bolden,GLOW HYDRATING MASK,Wet Mask,Redness Reducing,,,,,,,,
bondi sands,Self-Tanning Back Applicator ,Tool,,,,,,,,,
Dr. Greve,Ansiktskrem For Sensitiv Hud,General Moisturizer,"Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Skin Gym,Skin Gym IceCool Ice Roller,Tool,,,,,,,,,
Trish McEvoy,Brush 23 Petite Angled Crease Contour,Makeup Applicator,,,,,,,,,
ishonest,345 Redness,Facial Treatment,,,,,,,,,
Clinique,Take The Day Off Cleansing Oil,Makeup Remover,Brightening,,,,,,,,
Bliss,Mighty Biome Pre/Post Biotics + Barrier Aid™ Toner + Serum,Serum,"Redness Reducing,Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
BeautyBio,Chrome GloPro Microneedling Facial Regeneration Tool,Tool,,,,,,,,,
Thank You Farmer,Sun Project Skin Relief Sun Cream SPF50+ PA++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening",,,,,,,,
Dermanat,Concentrado de Ácido Hialurónico,Eye Moisturizer,"Hydrating,Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
NYX Cosmetics,Can't Stop Won't Stop Matte Primer,Face Makeup,,,,,,,,,
Real Chemistry, Environmental Rescue Facial Oil ,Oil,,,,,,,,,
COLLISTAR Milano,Active Protection Sun Cream SPF30,Sunscreen,"Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Skin Gym,Wrinklit Heart LED Mask,Tool,,,,,,,,,
NUTOX,Youth Restoring Cleansing Oil ,Face Cleanser,"Reduces Irritation,Brightening,Acne Trigger",,,,,,,,
Pharmaceris,Sensi Protect SPF 50+,Sunscreen,"Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating,Eczema",,,,,,,,
Somethinc,Bakuchiol Skinpair Oil Serum,Serum,"Good For Oily Skin,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
Skin Gym,Skin Gym Microfusion Dissolving Hyaluronic Roller,Tool,,,,,,,,,
Glytone,Mild Cream Cleanser,Face Cleanser,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
Kate Somerville,DeliKate Soothing Cleanser,Face Cleanser,"Hydrating,Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Juice Beauty,Stem Cellular Anti-Wrinkle Booster Serum,Serum,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Glossier,Ultralip - Cachet,Lip Makeup,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Soroci,Soothing Skin Toner,Toner,"Reduces Irritation,Anti-Aging",,,,,,,,
bareMinerals,Poreless Clay Cleanser,Face Cleanser,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
OSEA,Advanced Repair Eye Cream,Eye Moisturizer,"Hydrating,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Verb,Detangling Brush,Tool,,,,,,,,,
Drunk Elephant,Tangle Teezer,Tool,,,,,,,,,
Balea,Ultra Sensitive Gesichts Wasser,Toner,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Oribe,Flat Brush,Tool,,,,,,,,,
Herbivore,Emerald CBD + Adaptogens Deep Moisture Glow Oil,Oil,"Reduces Irritation,Brightening",,,,,,,,
Etude House,Soon Jung 5.5 Foam Cleanser,Face Cleanser,"Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
MOMOPURI,Moist Cleansing Face Wash,Face Cleanser,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Charlotte Tilbury,Pencil Sharpener - Rose Gold and Night Crimson,Tool,,,,,,,,,
Dickinson's,Enhanced Witch Hazel Hydrating Toner with Rosewater,Toner,Brightening,,,,,,,,
Phykology,Bright Tomorrow Guardian Cream,General Moisturizer,"Redness Reducing,Anti-Aging,Acne Trigger",,,,,,,,
Drybar,The Half Shot Small Round Blow-Dryer Brush,Tool,,,,,,,,,
Haruharu Wonder, Honey Green Aqua Bomb Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Farmacy,Filling Good Hyaluronic Acid Plumping Serum,Serum,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
AOA Skin,Exfoliating Bath Gloves - Blue,Tool,,,,,,,,,
Mixa,Niacinamide Glow Brightening Cream with Moisturizing Effect,Day Moisturizer,"Hydrating,Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Eminence Organics,Marine Flower Peptide Eye Cream,Eye Moisturizer,"Hydrating,Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,,,,,,
ishonest,374 Blackheads,Facial Treatment,,,,,,,,,
ishonest,373 Blackheads,Facial Treatment,,,,,,,,,
Swanicoco,Multi Solution Triple-V Ampoule,Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Irritating",,,,,,,,
Niod,Superoxide Dismutase Saccharide Mist,Toner,"Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
Biologique Recherche,Collagène Originel 3D Redensifying Face Serum,Serum,"Anti-Aging,Drying",,,,,,,,
Naked & Thriving,White Jade Facial Roller,Tool,,,,,,,,,
Jack Black,Face Buff Energizing Scrub,Exfoliator,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Rosacea",,,,,,,,
Hada Labo,Shirojyun Whitening Lotion - Light,Toner,"Hydrating,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
MediCube,Zero Pore Serum,Serum,,,,,,,,,
Haus Labs By Lady Gaga,Triclone Skin Tech Medium Coverage Foundation with Fermented Arnica,Face Makeup,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Patrick Ta,Monochrome Moment - Blush Brush #1,Makeup Applicator,,,,,,,,,
bondi sands,Self-Tanning Mitt | Reusable Applicator Glove,Tool,,,,,,,,,
Naked & Thriving,Obsidian Sculpting Facial Roller,Tool,,,,,,,,,
Sioris,Cleanse Me Softly Milk Cleanser,Face Cleanser,"Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
The Creme Shop,BT21 BABY MANG Cica-Mend Superfood Serum - Klean Beauty,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
innisfree,Firming Energy Essence with Fermented Soybean,Essence,Scar Healing,,,,,,,,
glowiest,Peekaboo AHA PHA Skin Perfecting Toner,Toner,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Trufora,Intensive Night Treatment,Night Moisturizer,"Hydrating,Reduces Irritation,Reduces Large Pores,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Milk Makeup,Kush Waterproof Mascara,Eye Makeup,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Sky Organics,Organic Hemp Seed Oil for Face,Oil,,,,,,,,,
Sioris,You Look So Young Night Cream,Night Moisturizer,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Urban Decay,24/7 Glide-On Waterproof Eyeliner Pencil - Alkaline,Eye Makeup,"Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Irritating",,,,,,,,
Eminence Organics,Facial Recovery Oil,Oil,"Good For Oily Skin,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Flower Beauty by Drew,Heatwave Luminous Bronzer,Face Makeup,"Redness Reducing,Anti-Aging,Eczema",,,,,,,,
It's Skin,Hyaluronic Acid Moisture Emulsion,Emulsion,"Reduces Irritation,Brightening",,,,,,,,
FOREO,Serum Serum Serum,Serum,"Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea",,,,,,,,
Eminence Organics,Pumpkin Latte Hydration Masque,Wet Mask,"Hydrating,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Irritating",,,,,,,,
Gold Bond,Diabetics' Dry Skin Relief Body Lotion,Bath & Body,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
BLITHE,Vital Treatment 9 Essential Seeds,Essence,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening",,,,,,,,
Daylong,Liposomale Lotion SPF 50+ - Protect & Care,Sunscreen,"Hydrating,Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea",,,,,,,,
Dermaceutic Laboratoire,C25 Cream Antioxidant Concentrate,Facial Treatment,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Luna Daily,"The Hydrating Everywhere pH Balanced Wash - With Prebiotics, Vitamins C + E, Omegas 3 & 6",Bath & Body,"Hydrating,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
ishonest,165 Uneven Skin Tone,Facial Treatment,,,,,,,,,
La Roche-Posay,Cicaplast Baume Hand Cream,Hand Care,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
La Roche-Posay,Effaclar H Hydrating Cleansing Cream,Face Cleanser,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Drying,Acne Trigger",,,,,,,,
Paula's Choice,Clear Purifying Clay Mask,Wet Mask,"Good For Oily Skin,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
ishonest,252 Scars,Facial Treatment,,,,,,,,,
Freck,Lashrocket Mascara with Lash Enhancing Peptides,Eye Makeup,"Reduces Irritation,Reduces Large Pores,Brightening,May Worsen Oily Skin",,,,,,,,
ishonest,212 Repair Elasticity Damage,Facial Treatment,,,,,,,,,
Skintific,5x Ceramide Barrier Repair Moisturize Gel,General Moisturizer,"Redness Reducing,Reduces Irritation,Anti-Aging",,,,,,,,
Bioderma,Atoderm Ultra-Soothing Balm,General Moisturizer,"Redness Reducing,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Irritating",,,,,,,,
PrescriptSkin,Vitamin C Moisturizer,General Moisturizer,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,,,,,,
Masque Bar,My IN.gredients 100% Rosehip Seed Oil,Oil,,,,,,,,,
PURITO,Daily Go-To Sunscreen SPF50+ PA++++,Sunscreen,"Redness Reducing,May Worsen Oily Skin,Acne Trigger",,,,,,,,
ishonest,164 Uneven Skin Tone,Facial Treatment,,,,,,,,,
boscia,Detoxifying Black Charcoal Cleanser,Face Cleanser,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Niod,Copper Amino Isolate Serum 3 1:1 (CAIS3),Serum,Irritating,,,,,,,,
Earth Harbor,HELIOS Anti-Pollution Youth Ampoule,Essence,"Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Glytone,Mandelic Gentle Resurfacing Serum,Serum,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,Irritating,Eczema",,,,,,,,
Drunk Elephant,Marula Comb,Tool,,,,,,,,,
Ultrasun,Ultrasun Body Tan Activator SPF30,Tanning,"Brightening,Rosacea,Eczema",,,,,,,,
Josie Maran,Whipped Argan Oil Body Butter,Bath & Body,"Hydrating,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Apostrophe,Custom Prescription,Facial Treatment,"Good For Oily Skin,Redness Reducing,Anti-Aging,Acne Fighting,Brightening,Irritating",,,,,,,,
CVS Health,USP Pure Glycerin,Makeup Remover,,,,,,,,,
CHI Haircare,"Digital Flat Iron 1.25"" - Mint",Tool,,,,,,,,,
BCL,Saborino Good Night Facial Mask,Sheet Mask,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
NYX Cosmetics,Can't Stop Won't Stop Full Coverage Foundation - 6.5 Nude,Face Makeup,"Anti-Aging,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Rose Inc,Hydration Replenish Microencapsulated Plumping Gel Moisturizer,General Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Hada Labo,Goku-jyun Alpha Lotion,Facial Treatment,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
